TIMESTAMP,ID,NCH1,NCH2,NCH3,NCH4,NCH5,NCH6,NCH7,NCH8,NCH9,NCH10,NCH11,NCH12,NCH13,NCH14,NCH15,NCH16,NCH17,NCH18,NCH19,NCH20
2022-06-21 14:01:47.200397,ADTC,50,225,233,238,418,431,415,97,94,88,93.0,67.329768,84,0.96,3.55,4.97,3.53,3.08,84,0.0
2022-06-21 14:01:49.204436,ADTC,50,238,235,227,432,438,432,81,92,82,85.0,63.59904,88,0.88,4.3,2.96,2.98,3.01,88,0.0
2022-06-21 14:01:51.209394,ADTC,51,228,244,229,433,421,438,70,78,79,75.66666666666667,56.746670666666674,73,0.99,2.62,2.7,3.76,3.14,73,0.0
2022-06-21 14:01:53.214439,ADTC,49,233,234,232,416,428,420,72,79,79,76.66666666666667,55.23925333333334,71,1.0,3.15,3.16,4.78,2.78,71,0.0
2022-06-21 14:01:55.219103,ADTC,49,250,248,248,417,433,435,77,98,93,89.33333333333333,64.520464,90,0.96,3.25,2.71,4.22,3.94,90,0.0
2022-06-21 14:01:57.224344,ADTC,51,231,231,250,420,436,409,70,70,73,71.0,51.64824,85,0.86,4.41,3.65,3.63,4.1,85,0.0
2022-06-21 14:01:59.229855,ADTC,49,222,222,229,427,433,437,75,81,99,85.0,62.862939999999995,87,0.99,4.73,2.51,4.15,2.69,87,0.0
2022-06-21 14:02:01.234389,ADTC,50,238,240,231,427,422,406,91,70,94,85.0,62.862939999999995,82,0.85,4.67,3.37,4.48,3.86,82,0.0
2022-06-21 14:02:03.239273,ADTC,50,250,229,229,405,407,429,92,93,71,85.33333333333333,59.85792,95,0.85,4.59,4.96,2.99,3.52,95,0.0
2022-06-21 14:02:05.244477,ADTC,51,244,220,227,427,433,415,79,89,97,88.33333333333333,65.32815333333333,82,0.9,4.65,4.22,2.83,4.93,82,0.0
2022-06-21 14:02:07.249500,ADTC,51,243,231,238,432,439,414,94,92,73,86.33333333333333,64.596672,76,0.87,2.72,3.48,4.61,3.33,76,0.0
2022-06-21 14:02:09.255230,ADTC,50,222,250,229,407,411,433,71,90,82,81.0,57.098844,98,0.86,3.63,3.24,4.13,4.77,98,0.0
2022-06-21 14:02:11.260409,ADTC,50,221,234,243,437,439,408,72,87,70,76.33333333333333,57.775478666666665,86,0.89,3.57,3.09,3.03,2.93,86,0.0
2022-06-21 14:02:13.265484,ADTC,50,226,241,227,434,419,413,97,73,83,84.33333333333333,63.39235466666666,96,0.91,4.82,3.63,4.49,4.78,96,0.0
2022-06-21 14:02:15.271366,ADTC,51,242,247,240,429,405,435,81,77,88,82.0,60.928296,70,0.88,3.69,3.04,2.7,2.91,70,0.0
2022-06-21 14:02:17.276556,ADTC,50,222,239,245,431,436,438,75,97,98,90.0,67.18428,79,0.98,3.44,3.81,3.24,4.33,79,0.0
2022-06-21 14:02:19.280739,ADTC,49,237,247,232,417,430,410,78,88,86,84.0,60.668496,98,0.93,3.75,2.53,2.9,4.48,98,0.0
2022-06-21 14:02:21.285624,ADTC,49,245,238,233,426,405,421,78,70,79,75.66666666666667,55.829288,100,0.86,4.2,4.2,3.96,3.92,100,0.0
2022-06-21 14:02:23.290839,ADTC,50,250,234,236,413,437,436,95,86,100,93.66666666666667,67.00126533333335,77,0.93,2.67,4.25,4.8,4.39,77,0.0
2022-06-21 14:02:25.295451,ADTC,49,243,246,220,419,430,426,79,83,75,79.0,57.330932000000004,71,0.85,3.95,4.39,4.54,4.13,71,0.0
2022-06-21 14:02:27.300838,ADTC,51,237,221,233,439,412,416,87,86,92,88.33333333333333,67.16407333333332,74,0.99,3.29,3.89,3.17,3.57,74,0.0
2022-06-21 14:02:29.305410,ADTC,50,221,237,249,405,424,413,93,74,71,79.33333333333333,55.649159999999995,92,0.98,3.34,4.46,2.77,2.62,92,0.0
2022-06-21 14:02:31.310024,ADTC,50,233,249,237,418,427,405,70,82,84,78.66666666666667,56.952778666666674,93,0.85,2.67,4.13,3.98,3.5,93,0.0
2022-06-21 14:02:33.314858,ADTC,49,242,224,225,424,408,426,81,71,82,78.0,57.280704,92,0.86,4.74,4.87,4.65,3.71,92,0.0
2022-06-21 14:02:35.319261,ADTC,50,227,227,249,412,428,420,80,90,76,82.0,58.513888,100,0.85,3.1,3.65,4.61,4.4,100,0.0
2022-06-21 14:02:37.324767,ADTC,49,239,224,246,433,414,417,95,84,88,89.0,66.746084,89,0.94,3.35,2.87,3.34,2.79,89,0.0
2022-06-21 14:02:39.328930,ADTC,51,240,224,227,438,419,438,76,76,79,77.0,58.413432,84,0.97,3.84,4.91,3.12,2.57,84,0.0
2022-06-21 14:02:41.333748,ADTC,50,227,242,232,424,410,435,74,71,80,75.0,55.0776,76,0.85,4.03,4.08,4.99,4.31,76,0.0
2022-06-21 14:02:43.338816,ADTC,51,243,221,231,434,428,424,89,83,91,87.66666666666667,65.89798133333333,94,0.89,2.58,4.95,4.61,4.89,94,0.0
2022-06-21 14:02:45.344241,ADTC,49,244,237,221,429,433,405,87,82,84,84.33333333333333,62.662028,84,0.88,4.96,3.29,2.8,4.54,84,0.0
2022-06-21 14:02:47.348990,ADTC,51,223,225,243,439,419,439,77,86,100,87.66666666666667,66.65717466666668,83,0.92,3.1,3.61,4.85,3.04,83,0.0
2022-06-21 14:02:49.356935,ADTC,51,234,226,226,422,408,440,100,84,87,90.33333333333333,66.02499466666667,88,0.92,4.81,2.99,4.21,2.55,88,0.0
2022-06-21 14:02:51.358550,ADTC,51,239,229,235,427,435,415,74,98,83,85.0,62.862939999999995,74,0.92,3.76,4.13,4.35,3.38,74,0.0
2022-06-21 14:02:53.363681,ADTC,51,248,242,228,437,405,429,75,78,93,82.0,62.064488,77,0.85,4.91,2.62,4.29,3.0,77,0.0
2022-06-21 14:02:55.368677,ADTC,50,224,247,243,428,421,423,84,93,88,88.33333333333333,65.48114666666666,95,0.95,2.81,4.31,4.6,2.74,95,0.0
2022-06-21 14:02:57.374114,ADTC,51,225,226,229,410,429,430,91,88,81,86.66666666666667,61.543733333333336,99,0.99,2.97,2.67,3.01,2.73,99,0.0
2022-06-21 14:02:59.378991,ADTC,50,245,243,232,409,428,416,77,88,95,86.66666666666667,61.39362666666667,100,0.98,3.38,3.62,4.7,3.8,100,0.0
2022-06-21 14:03:01.384464,ADTC,49,226,249,241,429,438,414,84,92,73,83.0,61.671324,87,0.93,4.54,3.1,3.39,3.25,87,0.0
2022-06-21 14:03:03.389096,ADTC,49,238,233,240,423,438,432,96,90,97,94.33333333333333,69.111996,97,0.85,2.88,3.65,2.94,2.65,97,0.0
2022-06-21 14:03:05.393988,ADTC,51,228,241,233,409,417,405,97,72,80,83.0,58.796204,86,0.86,3.52,4.57,3.31,3.93,86,0.0
2022-06-21 14:03:07.398949,ADTC,50,228,226,247,419,420,430,91,100,83,91.33333333333333,66.28133066666666,95,0.94,4.04,2.67,4.79,4.48,95,0.0
2022-06-21 14:03:09.403751,ADTC,50,238,233,235,436,408,422,73,71,85,76.33333333333333,57.64326933333333,77,0.87,3.93,2.59,3.53,4.43,77,0.0
2022-06-21 14:03:11.408824,ADTC,50,228,248,231,405,416,414,78,79,81,79.33333333333333,55.649159999999995,87,0.85,3.17,3.57,3.93,3.6,87,0.0
2022-06-21 14:03:13.413823,ADTC,51,244,236,231,438,431,426,86,79,80,81.66666666666667,61.95364,99,0.98,4.76,3.47,2.82,4.72,99,0.0
2022-06-21 14:03:15.419170,ADTC,49,242,244,232,412,427,426,98,86,74,86.0,61.368224,88,0.9,4.15,4.89,2.75,2.6,88,0.0
2022-06-21 14:03:17.424229,ADTC,51,225,229,234,436,435,411,82,93,92,89.0,67.208528,89,0.86,2.61,2.61,3.24,4.11,89,0.0
2022-06-21 14:03:19.430170,ADTC,51,224,240,243,417,425,414,95,87,73,85.0,61.39074000000001,95,0.98,4.69,3.18,2.8,4.12,95,0.0
2022-06-21 14:03:21.435517,ADTC,50,227,221,231,423,426,417,71,94,97,87.33333333333333,63.983543999999995,96,0.92,2.74,4.34,4.34,3.22,96,0.0
2022-06-21 14:03:23.440435,ADTC,49,231,249,238,425,407,429,83,75,80,79.33333333333333,58.39726666666666,73,0.95,3.5,3.62,3.46,2.86,73,0.0
2022-06-21 14:03:25.445555,ADTC,50,237,226,224,435,435,430,75,99,75,83.0,62.53385999999999,71,0.93,2.67,4.59,3.15,4.76,71,0.0
2022-06-21 14:03:27.450763,ADTC,50,226,236,239,430,440,405,77,96,91,88.0,65.53888,96,0.85,4.39,2.53,2.52,3.86,96,0.0
2022-06-21 14:03:29.456463,ADTC,51,232,245,239,419,417,420,90,83,79,84.0,60.95947199999999,94,0.88,4.28,3.94,4.15,4.37,94,0.0
2022-06-21 14:03:31.460877,ADTC,51,240,227,241,416,439,407,83,95,85,87.66666666666667,63.16488533333333,88,0.93,4.53,2.7,2.63,2.5,88,0.0
2022-06-21 14:03:33.466684,ADTC,51,229,227,220,408,414,427,74,71,87,77.33333333333333,54.64806399999999,96,1.0,4.41,4.23,2.52,4.72,96,0.0
2022-06-21 14:03:35.470717,ADTC,50,240,221,240,407,431,411,100,93,79,90.66666666666667,63.91310933333333,87,0.85,2.63,4.1,4.35,3.41,87,0.0
2022-06-21 14:03:37.475652,ADTC,51,249,225,249,425,422,439,74,80,85,79.66666666666667,58.642633333333336,72,0.86,4.96,3.06,3.41,3.0,72,0.0
2022-06-21 14:03:39.480778,ADTC,51,235,247,246,412,428,412,82,73,83,79.33333333333333,56.61099733333332,70,0.91,4.59,3.16,2.83,2.88,70,0.0
2022-06-21 14:03:41.485984,ADTC,49,233,235,245,433,426,436,76,95,91,87.33333333333333,65.49615733333333,92,1.0,4.11,4.11,4.93,2.9,92,0.0
2022-06-21 14:03:43.491909,ADTC,50,240,247,246,418,429,439,91,90,98,93.0,67.329768,76,0.99,3.8,4.57,3.17,4.6,76,0.0
2022-06-21 14:03:45.497909,ADTC,49,241,242,245,405,405,417,71,100,87,86.0,60.32556,75,1.0,4.85,3.08,4.2,4.68,75,0.0
2022-06-21 14:03:47.503623,ADTC,49,234,225,224,420,431,418,96,96,92,94.66666666666667,68.86431999999999,83,0.95,3.66,3.76,4.41,4.62,83,0.0
2022-06-21 14:03:49.509332,ADTC,49,221,230,247,425,413,426,96,99,89,94.66666666666667,69.68413333333335,79,0.89,4.95,4.75,4.31,3.31,79,0.0
2022-06-21 14:03:51.513883,ADTC,50,234,222,236,429,410,414,85,82,88,85.0,63.15738,84,0.99,3.91,3.07,3.16,3.93,84,0.0
2022-06-21 14:03:53.519986,ADTC,50,244,245,233,414,409,439,70,85,75,76.66666666666667,54.97368,90,0.85,3.86,5.0,2.87,4.27,90,0.0
2022-06-21 14:03:55.525394,ADTC,51,238,226,224,429,406,409,94,86,89,89.66666666666667,66.62484400000001,79,0.96,3.78,4.23,4.08,3.04,79,0.0
2022-06-21 14:03:57.530645,ADTC,49,240,243,226,422,437,427,88,74,83,81.66666666666667,59.690493333333336,92,0.91,4.38,3.61,3.41,2.79,92,0.0
2022-06-21 14:03:59.536488,ADTC,50,249,229,221,405,439,430,86,76,74,78.66666666666667,55.181520000000006,98,0.97,2.89,4.33,3.68,4.73,98,0.0
2022-06-21 14:04:01.541960,ADTC,49,237,222,239,429,429,421,79,77,83,79.66666666666667,59.19456400000001,75,0.94,2.91,2.55,3.57,3.05,75,0.0
2022-06-21 14:04:03.547968,ADTC,49,234,223,231,429,421,428,84,94,74,84.0,62.414352,94,0.98,3.34,3.58,2.59,4.93,94,0.0
2022-06-21 14:04:05.553171,ADTC,51,235,245,228,431,428,411,85,92,95,90.66666666666667,67.68194133333334,97,0.88,3.71,4.34,3.79,3.94,97,0.0
2022-06-21 14:04:07.558938,ADTC,50,223,223,250,405,439,437,97,78,94,89.66666666666667,62.89758000000001,94,0.92,2.7,3.98,3.89,4.23,94,0.0
2022-06-21 14:04:09.564969,ADTC,51,238,238,241,424,426,434,88,98,78,88.0,64.62438399999999,96,0.86,4.04,3.52,3.7,3.94,96,0.0
2022-06-21 14:04:11.569571,ADTC,50,221,231,247,433,406,417,70,99,79,82.66666666666667,61.99636266666668,86,0.97,4.1,4.15,4.07,3.86,86,0.0
2022-06-21 14:04:13.575120,ADTC,49,234,231,222,417,440,421,73,90,80,81.0,58.501764,74,0.95,4.54,3.29,4.67,4.87,74,0.0
2022-06-21 14:04:15.580876,ADTC,49,227,242,242,437,410,427,77,79,76,77.33333333333333,58.53236266666667,77,0.88,3.5,5.0,4.51,3.49,77,0.0
2022-06-21 14:04:17.586054,ADTC,49,236,236,227,436,415,438,78,71,83,77.33333333333333,58.39842133333333,97,0.93,4.32,3.93,3.7,4.34,97,0.0
2022-06-21 14:04:19.591958,ADTC,49,242,243,236,433,425,424,84,82,90,85.33333333333333,63.996245333333334,87,0.93,3.76,4.87,4.82,4.18,87,0.0
2022-06-21 14:04:21.597785,ADTC,50,220,223,234,416,431,431,74,70,70,71.33333333333333,51.396522666666655,85,0.89,2.54,4.92,3.08,2.73,85,0.0
2022-06-21 14:04:23.603646,ADTC,50,243,242,244,424,412,421,78,99,91,89.33333333333333,65.60354133333333,87,0.9,3.1,2.93,4.13,3.67,87,0.0
2022-06-21 14:04:25.610150,ADTC,51,239,228,229,431,430,406,82,97,77,85.33333333333333,63.70065066666666,94,0.96,2.95,3.45,3.3,3.21,94,0.0
2022-06-21 14:04:27.615014,ADTC,49,233,236,249,410,431,432,88,91,78,85.66666666666667,60.83361333333333,90,0.86,4.63,3.95,4.96,3.03,90,0.0
2022-06-21 14:04:29.620857,ADTC,49,228,225,231,410,418,435,80,76,94,83.33333333333333,59.17666666666666,75,0.9,3.47,4.18,3.78,3.15,75,0.0
2022-06-21 14:04:31.626225,ADTC,49,228,242,231,411,427,430,97,77,95,89.66666666666667,63.829396,75,0.95,4.45,3.73,3.51,4.56,75,0.0
2022-06-21 14:04:33.630866,ADTC,50,242,226,249,427,418,433,77,85,80,80.66666666666667,59.65816266666667,70,0.99,3.94,2.99,4.49,4.26,70,0.0
2022-06-21 14:04:35.635972,ADTC,51,235,240,242,406,408,408,75,84,85,81.33333333333333,57.19294933333333,92,0.85,2.83,3.95,2.77,4.35,92,0.0
2022-06-21 14:04:37.640843,ADTC,51,250,222,239,435,411,410,78,89,91,86.0,64.79411999999999,81,0.98,4.29,4.52,4.18,2.55,81,0.0
2022-06-21 14:04:39.646136,ADTC,51,220,250,239,421,433,405,80,97,74,83.66666666666667,61.00739066666667,81,0.87,4.58,2.75,4.13,4.34,81,0.0
2022-06-21 14:04:41.651008,ADTC,50,226,241,240,413,424,428,86,97,88,90.33333333333333,64.61687866666666,100,0.88,2.81,4.34,4.09,4.39,100,0.0
2022-06-21 14:04:43.656886,ADTC,51,221,243,233,408,423,422,81,70,96,82.33333333333333,58.18134399999999,92,0.99,4.14,3.62,2.81,4.69,92,0.0
2022-06-21 14:04:45.660934,ADTC,49,238,243,220,435,439,406,85,97,76,86.0,64.79411999999999,94,0.96,2.87,3.63,4.9,2.57,94,0.0
2022-06-21 14:04:47.665840,ADTC,50,228,226,237,405,437,432,93,89,83,88.33333333333333,61.962300000000006,84,0.85,3.0,4.8,4.05,3.53,84,0.0
2022-06-21 14:04:49.670891,ADTC,49,241,234,238,426,410,410,98,88,73,86.33333333333333,63.699495999999996,70,0.99,3.92,3.39,3.26,3.89,70,0.0
2022-06-21 14:04:51.677781,ADTC,51,224,243,220,410,438,433,99,93,94,95.33333333333333,67.69810666666666,99,0.97,3.6,3.95,4.99,2.86,99,0.0
2022-06-21 14:04:53.683102,ADTC,51,224,241,238,420,433,440,82,79,90,83.66666666666667,60.86248,81,0.87,2.53,2.51,4.13,3.01,81,0.0
2022-06-21 14:04:55.689287,ADTC,51,231,245,246,434,428,418,97,83,80,86.66666666666667,65.14629333333333,84,0.9,4.45,4.78,2.51,4.0,84,0.0
2022-06-21 14:04:57.695126,ADTC,49,235,241,249,436,419,416,77,78,88,81.0,61.167312,87,0.87,2.59,4.27,4.94,3.58,87,0.0
2022-06-21 14:04:59.708984,ADTC,51,240,246,242,406,417,433,79,99,89,89.0,62.584088,73,0.95,3.62,3.87,3.59,4.93,73,0.0
2022-06-21 14:05:01.706070,ADTC,49,225,246,234,435,408,426,100,81,99,93.33333333333333,70.3192,83,0.91,3.1,3.06,3.0,3.97,83,0.0
2022-06-21 14:05:03.710996,ADTC,51,231,240,232,440,412,424,71,86,89,82.0,62.49056,83,0.89,4.01,4.76,4.11,3.87,83,0.0
2022-06-21 14:05:05.715633,ADTC,51,241,226,233,424,426,436,71,98,80,83.0,60.952543999999996,72,1.0,3.32,3.66,3.23,3.86,72,0.0
2022-06-21 14:05:07.722196,ADTC,50,227,228,240,440,418,429,97,91,89,92.33333333333333,70.36538666666667,76,0.97,4.18,3.94,4.62,2.5,76,0.0
2022-06-21 14:05:09.728746,ADTC,51,247,242,232,437,421,435,89,97,92,92.66666666666667,70.13791733333333,70,0.96,2.67,3.05,4.62,3.5,70,0.0
2022-06-21 14:05:11.732857,ADTC,51,227,230,240,406,409,433,89,82,88,86.33333333333333,60.70890933333333,86,0.93,5.0,4.74,3.71,4.35,86,0.0
2022-06-21 14:05:13.739344,ADTC,50,232,233,248,434,409,407,85,84,80,83.0,62.390104,90,0.85,2.85,3.41,2.51,4.65,90,0.0
2022-06-21 14:05:15.745258,ADTC,49,247,234,245,428,434,427,96,87,80,87.66666666666667,64.98694933333334,85,0.87,5.0,3.41,4.58,4.1,85,0.0
2022-06-21 14:05:17.750976,ADTC,50,248,230,239,417,440,432,88,100,74,87.33333333333333,63.075976000000004,83,1.0,3.79,3.88,2.73,2.96,83,0.0
2022-06-21 14:05:19.756253,ADTC,49,234,241,230,431,426,414,71,90,87,82.66666666666667,61.710005333333335,70,0.86,4.67,4.92,3.56,4.04,70,0.0
2022-06-21 14:05:21.762269,ADTC,50,243,241,221,421,416,420,92,85,100,92.33333333333333,67.32688133333333,78,0.96,4.38,4.61,4.69,4.09,78,0.0
2022-06-21 14:05:23.767586,ADTC,51,223,235,230,436,415,433,85,76,91,84.0,63.432768,92,0.92,4.75,3.77,2.83,4.22,92,0.0
2022-06-21 14:05:25.772732,ADTC,50,232,231,247,414,424,424,95,71,80,82.0,58.797936,76,0.88,4.39,4.4,3.94,4.54,76,0.0
2022-06-21 14:05:27.778342,ADTC,51,246,225,250,440,432,416,87,83,85,85.0,64.77680000000001,92,0.85,4.09,4.98,2.68,4.75,92,0.0
2022-06-21 14:05:29.784506,ADTC,49,248,237,223,420,411,408,77,100,72,83.0,60.37752,99,0.98,3.48,4.03,2.81,4.38,99,0.0
2022-06-21 14:05:31.790679,ADTC,51,236,227,239,427,417,414,92,74,86,84.0,62.12337599999999,87,0.88,3.3,3.17,2.53,3.26,87,0.0
